gen,cluster,unstim_media,suero_2h_media,suero_5h_media,tif_2h_media,tif_5h_media,log2fc_tif_vs_suero_2h,log2fc_tif_vs_suero_5h
Kcnk10,1,1.0661,2.9427,3.6152,2.3202,2.5955,-0.6226,-1.0197
Klf9,1,1.4067,3.8506,4.1717,2.554,3.1751,-1.2966,-0.9966
Lgals3bp,3,5.6642,4.8243,2.6336,4.7415,3.3202,-0.0828,0.6866
Gm9760,2,1.7229,2.1004,1.8521,2.0535,2.3039,-0.0469,0.4518
Pxk,3,4.3656,3.8076,3.6501,4.1659,4.2668,0.3583,0.6167
Mtap9,1,0.7033,2.0931,1.9605,1.8102,1.6732,-0.283,-0.2873
Usp36,1,4.1063,5.6264,5.6925,4.8406,5.2156,-0.7858,-0.4769
Rbm34,1,4.5458,5.0646,5.3547,4.6635,4.8955,-0.401,-0.4592
Aspm,3,4.7066,4.0795,3.8683,4.3331,4.2954,0.2536,0.4271
Zbtb41,1,1.7402,2.4065,2.4799,2.0637,2.0232,-0.3428,-0.4567
Rfc3,3,5.8554,5.569,5.29,5.8294,5.6978,0.2604,0.4078
Ttc37,1,3.9248,4.2889,5.1437,4.0545,4.4595,-0.2344,-0.6842
Scaper,2,2.9629,2.9762,2.9893,3.1513,3.6068,0.175,0.6176
Cct2,1,8.3352,8.3334,8.7515,8.1844,8.0942,-0.1489,-0.6573
Cd226,3,5.9321,4.4317,3.4817,4.76,4.2805,0.3283,0.7988
Poglut1,1,3.5307,3.5431,3.8271,3.412,3.4876,-0.1311,-0.3394
Golim4,1,4.671,5.7671,6.4854,4.8617,5.9057,-0.9054,-0.5797
Srsf2,1,8.0008,8.1771,8.4148,7.7511,7.5933,-0.4259,-0.8215
Sik3,1,4.6528,5.4571,6.3811,5.1773,5.8458,-0.2798,-0.5353
Ino80,1,3.3034,4.703,5.0134,4.295,4.6151,-0.408,-0.3983
Bzrap1,2,1.3176,1.9319,0.6745,0.9651,1.5961,-0.9668,0.9217
2310044G17Rik,2,2.8889,3.3813,3.6037,3.779,4.2968,0.3976,0.6931
Lrrc58,1,3.3427,4.2848,4.4739,4.059,4.1316,-0.2258,-0.3423
Ogt,4,5.16,4.9511,5.0467,5.0056,4.6879,0.0544,-0.3588
Ccnd3,3,6.3185,4.9842,3.7712,5.181,4.797,0.1968,1.0258
6430527G18Rik,2,3.5867,3.9069,3.6382,3.9131,4.154,0.0062,0.5158
Scand3,1,0.4384,2.8088,2.8891,1.5519,1.8726,-1.2569,-1.0165
Hsdl1,3,3.4645,3.0655,2.2841,3.6461,3.4401,0.5806,1.156
Chchd4,1,3.211,4.8818,4.8842,3.61,3.9517,-1.2719,-0.9325
Gpc1,2,2.904,3.0761,3.4587,3.4698,4.2572,0.3937,0.7984
Agpat1,3,5.2725,4.9009,4.479,4.9179,4.8595,0.017,0.3805
Batf,3,6.2963,5.2653,4.8762,5.6216,5.3195,0.3563,0.4432
Jdp2,2,3.7994,3.6096,3.0888,4.9612,4.905,1.3516,1.8162
Nipsnap1,3,4.5387,4.101,3.5457,4.2925,4.2046,0.1915,0.6589
Trim59,2,5.611,4.9822,5.1439,5.8448,5.7586,0.8626,0.6147
Slc26a2,1,2.0437,2.6807,2.9581,2.6937,2.3642,0.013,-0.5938
Exosc1,1,5.0612,5.5088,5.8382,5.0874,5.4272,-0.4214,-0.4111
Kctd9,1,4.0125,4.7188,5.1928,4.2866,4.1495,-0.4321,-1.0433
Brip1,3,3.9498,3.4802,3.2902,3.9831,3.9681,0.5029,0.6779
Fam151b,2,1.1728,1.0647,0.8105,1.3102,1.5655,0.2456,0.755
Ube2f,1,4.8424,5.1373,5.6601,4.7733,5.1704,-0.364,-0.4897
Mtmr3,2,4.2333,4.3507,4.0178,4.6092,4.5355,0.2585,0.5177
4933407C03Rik,2,5.6476,5.7747,5.446,6.544,6.4071,0.7693,0.961
Lif,1,1.2125,3.2708,2.3615,1.8915,1.2618,-1.3793,-1.0996
Spata6,3,5.5631,5.3098,4.424,5.6986,5.9663,0.3889,1.5422
Pja1,2,3.9135,3.499,3.6263,4.654,4.4029,1.155,0.7766
Parp14,3,4.6964,4.2589,3.2121,4.6796,3.9833,0.4208,0.7712
Gcsh,1,5.1908,5.3234,5.6898,4.8332,4.8672,-0.4902,-0.8227
Cops8,1,4.4294,5.1445,5.3814,4.7741,5.0019,-0.3704,-0.3795
Gbp8,3,4.1523,3.7273,2.8714,4.023,4.119,0.2957,1.2475
Trmt5,1,3.6345,4.3245,4.5235,3.608,3.7271,-0.7166,-0.7963
Polr3b,1,3.8528,3.9991,4.6587,4.0257,4.1064,0.0266,-0.5523
Mad2l1bp,2,4.3135,4.2784,4.3547,4.8537,4.7725,0.5753,0.4178
Zfp395,3,3.1352,2.5378,1.5175,2.6777,2.8744,0.1399,1.3568
Morc2a,1,4.2939,4.5902,5.1115,4.1961,4.6508,-0.3941,-0.4607
Ccpg1,3,4.2215,4.0128,3.7969,4.5296,4.2672,0.5169,0.4703
Ptpn13,3,2.1989,2.138,1.3824,2.0059,2.1538,-0.1321,0.7713
Exph5,1,0.3027,0.4906,0.9406,0.2822,0.4516,-0.2085,-0.489
2700049A03Rik,3,3.0998,2.3875,2.2257,2.8589,3.092,0.4714,0.8663
Chst11,1,2.5351,3.7746,4.4654,2.742,3.5411,-1.0327,-0.9243
Pik3ip1,3,5.8236,5.8453,4.5698,6.1733,5.8316,0.328,1.2618
Ssh3,3,2.2175,1.5782,0.962,1.4663,1.7537,-0.1119,0.7917
Mtrr,1,2.9483,3.7067,3.8897,3.2142,3.5162,-0.4925,-0.3735
Tiparp,1,2.0945,3.5135,3.6893,2.8451,2.9794,-0.6684,-0.7098
Ankrd12,3,3.9971,3.8272,3.6337,3.9389,4.3822,0.1117,0.7485
Xpot,1,4.1483,5.5018,6.4508,4.7863,5.6286,-0.7155,-0.8221
Pbx2,3,3.1775,2.3452,2.2603,2.6857,2.9499,0.3405,0.6896
Tdg,1,5.0745,5.7839,6.0487,5.5417,5.6167,-0.2422,-0.432
Prr7,3,1.9004,2.953,1.4586,2.6016,2.2268,-0.3514,0.7682
Grn,3,4.7561,4.3081,2.7105,4.4378,4.4309,0.1297,1.7203
Klraq1,3,4.0008,3.5594,2.6999,4.0069,3.8632,0.4475,1.1633
Mrps10,1,5.5075,5.7192,6.4201,5.5405,5.6462,-0.1787,-0.7739
Dgkh,1,2.5288,3.2788,3.331,2.7269,2.9167,-0.5519,-0.4143
Sirt6,3,3.879,3.5447,3.5379,3.6486,3.9505,0.1039,0.4125
Tmub2,2,4.0896,4.0354,4.0026,4.2591,4.4565,0.2237,0.4539
Tle2,2,1.193,1.262,0.7209,0.9236,1.5841,-0.3384,0.8632
BC030867,2,4.2633,4.2132,4.1114,4.5857,4.8709,0.3725,0.7595
Gpsm3,3,6.2437,5.5096,4.4705,5.8066,5.5614,0.297,1.0909
Gna15,3,4.8155,3.4109,2.7085,4.3087,3.6866,0.8978,0.9781
G6pc3,1,4.1641,4.1883,4.599,4.1093,4.09,-0.0791,-0.509
Unc13a,4,1.1771,1.1393,1.0356,0.6687,0.6558,-0.4705,-0.3798
Glt25d1,1,4.7786,4.8467,4.9283,4.729,4.6279,-0.1177,-0.3005
Nup54,1,4.9567,5.6267,5.9822,5.3079,5.546,-0.3188,-0.4363
5830405N20Rik,1,4.2898,5.4045,5.4446,4.163,4.68,-1.2415,-0.7646
Ttc21b,3,3.5637,2.9431,2.9773,2.8192,3.49,-0.1239,0.5128
Acot11,3,2.4526,2.1947,1.4651,2.4534,2.2577,0.2587,0.7927
Cxcl10,2,0.337,2.0525,1.0317,1.4298,1.8355,-0.6227,0.8038
BC031353,3,2.7596,2.6418,2.1013,3.1097,3.1555,0.4679,1.0542
Nudt19,4,5.1487,4.7997,5.0635,4.8647,4.5004,0.065,-0.5631
Mrpl34,3,6.5004,5.7958,5.2224,6.0005,5.7693,0.2048,0.5468
Tbxa2r,3,3.6487,3.0457,2.0059,3.7744,3.7406,0.7287,1.7347
Filip1,2,1.2081,1.0674,1.0214,1.4645,1.4255,0.3971,0.4041
Cobll1,1,3.549,5.2246,4.7652,3.8694,3.8975,-1.3552,-0.8677
Tjp3,3,2.5973,1.9298,1.1744,2.2518,2.4794,0.3221,1.3051
Dhcr24,3,5.5037,4.8556,3.8893,5.1759,4.5442,0.3203,0.6549
Mrpl54,4,6.5395,6.5767,6.4521,6.4477,6.1764,-0.129,-0.2757
Cog7,2,3.0869,3.0048,2.78,3.0311,3.1893,0.0263,0.4093
Hrh2,3,2.451,1.6454,1.0568,1.5772,1.4286,-0.0682,0.3718
Foxn2,1,4.3662,5.3638,5.3032,4.6172,4.7564,-0.7466,-0.5468
Baz1a,1,4.9935,5.8825,6.1446,5.0843,5.5577,-0.7982,-0.5869
Ccl5,4,7.5657,8.0176,8.1507,7.588,7.5517,-0.4296,-0.5989
Rrp12,1,3.7227,4.8708,5.1518,4.0687,4.2117,-0.8021,-0.9401
Dhx57,3,3.6738,3.0818,2.8006,3.3231,3.5932,0.2413,0.7926
Zc4h2,3,2.2355,1.7937,1.3948,1.8375,1.7723,0.0438,0.3774
Oma1,3,4.4725,3.3707,3.6927,4.1868,4.3752,0.8161,0.6825
Secisbp2l,1,4.0296,4.3758,4.6967,4.285,4.3787,-0.0908,-0.318
Arhgap5,1,0.812,1.2266,1.5501,0.6465,1.0217,-0.5801,-0.5283
Eif2s3x,1,6.7461,6.8711,7.151,6.7481,6.5715,-0.1229,-0.5794
Ints6,1,3.7527,4.7224,5.4477,4.3039,4.9857,-0.4185,-0.4621
Zc3h12c,1,0.067,1.1584,1.789,0.3766,0.9685,-0.7817,-0.8205
Tubg1,3,5.901,5.5032,4.9834,5.7578,5.7112,0.2545,0.7278
Lars2,2,3.8985,4.28,3.817,4.1665,4.5068,-0.1135,0.6898
Leprot,3,3.9604,3.5971,3.0945,4.0641,3.7888,0.467,0.6943
Lsm7,4,5.6471,5.0985,5.1639,5.1751,4.6958,0.0766,-0.4682
Spcs2,4,7.5159,7.2196,7.464,7.2865,7.157,0.067,-0.307
Pkig,3,4.5383,4.1954,3.0035,4.0088,3.7689,-0.1866,0.7654
Hpse,3,1.5071,1.2606,0.5762,1.1254,0.9539,-0.1352,0.3777
Lzts2,3,1.9119,1.4482,1.1365,1.5891,2.0263,0.1408,0.8898
Nup37,4,5.0312,4.6923,5.0276,4.5075,4.3711,-0.1848,-0.6565
Uvrag,2,3.7842,4.2342,4.1064,4.2948,4.4386,0.0606,0.3321
Kcnh4,1,0.0925,0.7612,1.5014,0.1343,0.5861,-0.627,-0.9153
Nfkbiz,1,2.1767,4.131,3.8328,2.6937,2.8292,-1.4373,-1.0036
1810055G02Rik,1,3.1866,3.5155,3.7836,3.0711,3.2143,-0.4444,-0.5693
Ptplb,1,3.1163,3.0836,3.4631,2.9541,3.0457,-0.1295,-0.4175
Shq1,1,2.3076,2.586,3.0578,2.4643,2.484,-0.1217,-0.5738
Tab3,1,2.5464,3.2814,3.5735,2.9553,3.1822,-0.3261,-0.3913
Reep6,1,0.905,1.2748,2.2835,0.7955,1.1298,-0.4793,-1.1537
Ntng2,3,2.6547,2.2831,1.067,2.6392,2.2521,0.3562,1.1851
Prdm4,1,4.2807,4.9544,4.9842,4.5979,4.5834,-0.3565,-0.4008
Eif1,1,7.794,8.8321,9.3027,8.5842,8.8157,-0.2479,-0.487
Aldh1b1,4,1.5251,1.5265,1.5221,1.0515,1.1319,-0.4751,-0.3902
Utp6,1,6.1086,6.5527,6.9249,6.076,6.1392,-0.4767,-0.7857
1810020D17Rik,3,4.1396,3.3835,2.8036,4.0934,4.0574,0.7099,1.2538
Zswim4,1,2.2206,5.5421,5.4009,3.6673,4.4209,-1.8748,-0.9799
Tnfsf9,1,2.5343,6.092,5.4907,3.6498,3.389,-2.4422,-2.1018
Rnf38,3,6.2387,6.0795,5.5243,6.2799,6.2067,0.2004,0.6823
Hmha1,3,7.2497,6.6862,5.3529,6.9292,6.9718,0.243,1.619
Abca7,3,3.7394,3.2407,2.3678,3.3799,3.2222,0.1393,0.8544
Prkx,1,3.284,3.9271,4.1313,3.7638,3.6567,-0.1633,-0.4746
Wdr18,1,3.908,4.424,4.6147,4.2252,4.2001,-0.1989,-0.4146
Dym,3,4.7685,4.4041,4.1821,4.5865,4.7595,0.1823,0.5774
Mrps2,1,4.4648,5.1094,5.4418,4.5253,4.6522,-0.5841,-0.7896
Cd99l2,3,3.2465,2.5359,2.0799,2.6706,2.6634,0.1348,0.5835
C030046I01Rik,3,5.5468,5.1356,4.5685,5.3313,4.9038,0.1956,0.3352
1500031L02Rik,3,4.5412,3.4903,3.6128,4.0693,4.2161,0.579,0.6033
Twist1,1,0.0891,1.625,2.2784,0.3143,0.2848,-1.3107,-1.9936
Pim3,1,2.3843,5.1383,5.101,3.342,4.0644,-1.7963,-1.0366
Polr3g,1,4.1581,4.5014,4.8327,3.964,3.8477,-0.5374,-0.985
Lysmd3,1,3.0491,3.9168,4.236,3.7593,3.9245,-0.1576,-0.3114
Ddx11,4,2.883,2.3546,2.3972,2.1769,2.0048,-0.1778,-0.3924
Palm,3,2.4111,1.53,0.5207,1.8667,0.984,0.3367,0.4633
3110052M02Rik,2,2.0324,1.6316,1.5391,1.9339,2.1176,0.3023,0.5785
Cerk,3,3.8876,3.5209,2.5388,4.0987,4.3747,0.5778,1.8359
Uba6,1,3.6178,4.3113,4.6656,3.7341,3.8268,-0.5772,-0.8389
Dennd5a,2,4.6164,4.7291,4.3356,5.3711,5.3565,0.642,1.0209
Bbs9,3,4.4788,3.9178,3.3718,4.2106,3.9388,0.2927,0.567
Ibtk,1,3.8736,4.3906,5.0075,4.3928,4.4302,0.0022,-0.5773
Ttc38,3,2.6461,2.1833,1.5546,2.5905,2.4728,0.4072,0.9182
Tdp2,2,4.8289,4.9663,5.2403,5.4574,5.5932,0.4911,0.3529
Apex1,1,5.5807,5.6258,5.892,5.1643,5.1801,-0.4615,-0.7119
Fam65b,3,4.5695,3.7655,2.251,4.0948,3.0935,0.3292,0.8424
Adamtsl2,1,0.0,0.7656,1.0078,0.1669,0.368,-0.5987,-0.6398
Dnajb5,1,3.0266,4.1613,4.399,3.4572,3.4243,-0.7042,-0.9747
Sigmar1,4,5.5851,5.356,5.5007,4.8137,4.7707,-0.5424,-0.73
Zranb3,3,3.5808,2.9363,2.0036,2.5707,3.0898,-0.3656,1.0862
Prr5,3,4.2438,2.8148,2.0624,3.252,2.9121,0.4373,0.8497
Metap2,1,5.6993,5.6204,5.9604,5.3373,5.3461,-0.2831,-0.6144
Acaa1a,3,4.1887,3.7191,2.7712,3.7591,3.61,0.04,0.8388
Surf6,1,4.9197,5.9256,6.1654,5.1381,5.4952,-0.7875,-0.6702
Pphln1,1,4.118,4.7281,4.9276,4.4165,4.4469,-0.3116,-0.4807
Ndufa13,3,5.6554,5.6192,4.9014,5.7543,5.4447,0.1351,0.5433
Rif1,1,4.6294,5.2426,5.4793,4.8398,4.9831,-0.4029,-0.4962
Ska1,3,4.8732,4.283,4.4669,4.767,4.8769,0.4841,0.4101
Kctd1,2,1.7473,1.7381,1.5447,1.7274,2.0354,-0.0108,0.4908
Rbm43,3,4.6781,3.4459,2.9904,4.2644,4.0526,0.8185,1.0622
9530068E07Rik,1,5.1393,5.5015,5.6539,5.4673,5.2471,-0.0342,-0.4068
Macrod1,3,2.3662,1.8622,1.6662,2.1135,2.1864,0.2513,0.5202
Naa30,1,3.7145,4.5676,5.0105,4.1542,4.4943,-0.4133,-0.5162
Lzts1,2,0.9806,0.5332,0.7522,1.4636,1.1646,0.9304,0.4124
Srp72,1,7.0204,6.9525,7.3824,6.9115,7.0145,-0.0409,-0.3679
Qsox2,1,2.3461,3.0999,3.3555,2.3735,2.3941,-0.7264,-0.9613
Serbp1,4,7.3635,7.1888,7.4551,7.1445,6.9493,-0.0443,-0.5058
Ppp1r11,1,5.0907,5.4176,5.6228,4.9168,5.0105,-0.5008,-0.6123
Gpi1,3,9.1869,8.8352,8.1198,8.8757,8.4679,0.0405,0.348
Siah2,1,2.8164,4.5592,4.9159,4.1244,4.259,-0.4348,-0.6569
Calm2,4,9.1101,8.3867,8.4467,8.5894,8.0799,0.2026,-0.3668
Thap11,2,4.1802,3.9434,3.897,4.3837,4.4684,0.4403,0.5714
Arhgap26,3,4.6302,4.6029,3.3588,4.689,4.6193,0.0861,1.2604
Btg1,1,4.6603,6.0988,6.2361,5.6487,5.7016,-0.4501,-0.5345
Eea1,1,3.5339,5.9827,7.3579,4.4963,5.7127,-1.4864,-1.6452
Card11,3,5.2827,4.7226,4.4727,4.8351,4.8559,0.1125,0.3832
Cdc42ep3,1,3.2004,4.3222,4.2044,3.4005,3.5777,-0.9218,-0.6267
Ppp6r2,3,3.3806,3.0112,2.7748,3.0558,3.5544,0.0446,0.7795
Ttyh3,3,4.2235,3.7042,2.3979,3.8029,3.2244,0.0987,0.8265
Chst12,3,5.0612,4.4538,3.4949,5.8081,5.2252,1.3543,1.7303
Tssc1,2,4.2944,4.1549,4.175,4.5518,4.6505,0.3969,0.4755
Rfxap,3,3.6466,3.2878,3.1971,3.6977,3.6598,0.4099,0.4628
Mgat4b,3,2.7822,1.9163,1.8914,2.5293,2.8908,0.613,0.9994
Atp13a2,3,3.8799,3.9462,2.7519,4.0615,4.0488,0.1153,1.2969
Clcn7,2,2.8923,3.4107,2.9747,3.4013,3.955,-0.0094,0.9802
Tbc1d9b,3,5.4921,4.303,3.9207,5.0922,4.8519,0.7892,0.9312
Dennd3,1,1.0142,2.1306,2.6485,1.0777,1.7969,-1.0529,-0.8516
Cenpt,3,4.2303,3.8382,3.3856,3.8107,3.827,-0.0275,0.4414
Nop14,1,5.5528,6.5009,7.0455,5.982,6.3316,-0.5189,-0.7139
Eif2c2,1,4.6146,6.0788,6.0251,5.52,5.5169,-0.5588,-0.5082
Oxsr1,1,4.4561,4.6265,4.8727,4.3329,4.4881,-0.2936,-0.3846
Kif15,3,6.2493,5.569,5.3543,5.8273,6.094,0.2583,0.7397
Rps27l,4,7.9079,7.3127,7.2939,7.1669,6.59,-0.1457,-0.7039
Tmem188,1,4.367,4.3592,5.0737,4.5128,4.6951,0.1535,-0.3786
Jmjd4,1,2.053,2.3818,2.2376,1.9687,1.8726,-0.4131,-0.365
Pnpla7,2,3.595,3.8466,3.2763,3.9496,3.9066,0.103,0.6303
Mrpl41,4,6.4621,5.5919,5.7248,5.4408,5.3707,-0.151,-0.3541
Syde2,1,0.4014,0.8393,1.0012,0.2839,0.3837,-0.5554,-0.6174
BC053749,2,3.021,1.8681,1.4545,2.0705,2.9723,0.2024,1.5178
Arhgap33,3,2.0472,1.7608,0.688,1.69,1.5887,-0.0708,0.9006
Rap2b,4,3.6168,3.8973,3.6942,3.5004,3.3432,-0.3969,-0.3509
Neto2,1,1.8782,2.1481,2.4634,1.5598,1.3402,-0.5883,-1.1232
Unc93b1,3,4.2962,4.1836,3.0651,3.9235,3.54,-0.2601,0.4749
Ttc7,3,5.2875,5.2176,3.8227,4.9761,5.1355,-0.2414,1.3128
Nfkbid,1,2.946,8.0192,6.8778,5.4605,5.5417,-2.5588,-1.3361
4921524J17Rik,1,4.1228,4.7632,5.5463,4.5737,4.7574,-0.1895,-0.7889
Rab8b,1,5.8035,6.7444,6.7759,6.5807,6.2929,-0.1637,-0.483
Tmem71,3,5.6548,4.762,3.8269,5.2529,4.8181,0.4909,0.9912
Cnpy4,3,3.8292,2.9779,2.9238,3.3509,3.5936,0.373,0.6698
Anapc10,4,3.0029,2.6495,3.1266,2.9408,2.7823,0.2913,-0.3443
Pml,3,5.9683,5.0248,4.3138,5.0365,5.0959,0.0117,0.7821
Otud4,1,4.1722,5.214,5.237,4.6376,4.5912,-0.5764,-0.6458
Zfp39,2,3.0506,3.1284,3.2462,3.6022,3.7398,0.4738,0.4936
Zfp146,1,4.9596,5.3774,5.8207,5.1598,5.4978,-0.2176,-0.3229
Smpd1,3,4.2182,3.172,2.7004,3.4001,3.2773,0.2281,0.5769
Prkcdbp,1,0.6632,1.2863,1.8455,0.3871,0.6398,-0.8992,-1.2058
Scd1,3,3.4062,2.7316,1.4077,2.7667,1.7594,0.0351,0.3517
2015-09-01 00:00:00,4,7.699,7.4174,7.7122,7.4253,7.3343,0.0079,-0.3779
Trmt12,4,1.408,1.4285,1.4889,1.0182,0.9515,-0.4103,-0.5374
Rab11fip3,1,1.8916,2.81,2.9025,2.0464,2.2951,-0.7636,-0.6074
Dcaf15,2,4.8826,4.916,4.528,4.914,4.9684,-0.002,0.4404
Ralgapa2,1,2.8207,2.98,3.2404,2.7116,2.7457,-0.2683,-0.4948
Setd7,3,4.2736,3.9831,3.3842,4.0164,3.8561,0.0333,0.4719
D15Ertd621e,1,3.0727,3.6416,3.7733,3.5205,3.3908,-0.1211,-0.3825
Aff3,3,4.3934,4.3006,3.4084,4.7146,4.8779,0.414,1.4695
Arhgap10,3,3.1817,2.8678,2.8717,3.3335,3.3951,0.4657,0.5234
Ddx1,1,6.1057,6.1098,6.5567,5.8947,5.8567,-0.2151,-0.7
Lrrc20,3,2.7508,1.9014,1.8492,2.3558,2.5361,0.4544,0.6869
Elf2,2,4.8802,4.7524,4.7513,5.0893,5.1159,0.3369,0.3647
Cyb561d2,4,3.4064,3.2918,3.3612,3.342,3.0192,0.0502,-0.342
Rbm17,1,7.3812,7.3507,7.7398,7.1039,7.2244,-0.2469,-0.5154
Prf1,1,3.8313,6.1105,6.1015,4.5326,5.4914,-1.5779,-0.6101
Fam193a,2,4.3701,4.6349,4.6975,4.7577,5.074,0.1228,0.3765
Spry1,1,0.7949,6.73,6.9427,3.9781,4.4216,-2.7518,-2.5211
Thap1,1,3.6341,4.1825,4.5878,4.0041,4.1804,-0.1784,-0.4074
Mospd3,3,5.6395,5.3185,4.2195,5.2077,5.0059,-0.1107,0.7863
Zfyve28,2,0.7011,0.6644,0.3881,1.1195,1.3854,0.4551,0.9973
Mxd4,3,5.1034,4.5325,3.5507,5.0976,4.9434,0.5651,1.3926
Zfp692-ps,3,2.4982,2.3069,2.1001,2.5029,2.5188,0.196,0.4187
Mex3c,1,3.2066,4.9722,5.499,4.2326,4.7618,-0.7396,-0.7372
D4Wsu53e,2,6.1573,5.6189,6.095,6.4939,6.7077,0.875,0.6127
Gemin5,1,3.9543,4.6918,4.8853,3.9303,4.272,-0.7615,-0.6133
Tmem97,4,5.6481,5.2546,5.2443,4.9917,4.7467,-0.2629,-0.4976
Galnt6,3,4.6342,4.351,3.9801,4.4181,4.4287,0.0671,0.4486
Ldlrap1,3,2.7852,2.429,1.3247,2.3844,2.1853,-0.0445,0.8606
Lsm1,1,3.8496,4.002,4.3371,3.8226,3.9949,-0.1794,-0.3422
Tap1,3,7.2747,7.3993,6.4333,7.4749,7.1686,0.0756,0.7353
Bbs7,3,2.237,1.3655,0.7305,1.4982,2.0465,0.1328,1.3159
Larp1,1,6.4283,7.2415,7.1024,6.6622,6.5241,-0.5793,-0.5783
Taf2,4,4.2107,3.8676,4.0718,3.8308,3.4853,-0.0368,-0.5865
Paqr7,3,3.4099,2.7843,2.163,3.3791,3.1439,0.5948,0.9809
4933407H18Rik,3,2.5814,2.3236,2.2051,2.4416,2.9377,0.118,0.7327
0610009D07Rik,4,7.0868,6.675,6.8854,6.719,6.3712,0.044,-0.5143
Letm2,2,2.3379,2.3855,2.2392,2.5765,2.9619,0.191,0.7227
Kdm6a,1,3.4867,3.8545,4.2947,3.7041,3.9245,-0.1504,-0.3702
Icam1,1,3.9122,5.7177,5.2087,4.5284,4.6792,-1.1893,-0.5296
Serpine1,1,0.0111,2.4645,1.8336,0.3418,0.6985,-2.1227,-1.1351
Ranbp10,2,3.6565,3.7481,3.2942,4.0858,4.0423,0.3378,0.7481
Dmxl1,1,2.3242,3.2371,3.6087,2.9812,3.2418,-0.2559,-0.3669
Arid5a,2,6.6411,7.0316,7.0084,7.8341,7.6896,0.8024,0.6812
Azin1,1,5.0413,6.018,6.787,5.4671,5.7361,-0.5509,-1.0509
Ints7,2,4.8482,4.9719,4.7383,5.1999,5.0442,0.228,0.3059
Klf10,1,3.4661,5.9575,6.1101,4.7715,5.5228,-1.1859,-0.5873
Dtl,2,4.5267,4.5869,4.1719,5.2283,5.0047,0.6414,0.8328
Asxl2,2,4.1722,4.2528,4.3666,4.5615,4.7872,0.3087,0.4206
Ubr5,1,4.5831,5.2631,5.7334,4.8928,5.1785,-0.3703,-0.5549
Nenf,3,3.3248,3.0118,1.6215,3.018,2.5385,0.0062,0.9171
Atg14,2,2.0438,2.0198,2.0097,2.6608,2.5864,0.641,0.5767
Rapgef6,1,5.6722,6.474,6.8911,5.899,6.1422,-0.575,-0.7489
Dlgap5,3,6.4283,5.4144,5.3744,5.8816,5.9768,0.4672,0.6024
Rps16,4,9.9883,9.8991,9.9684,9.8741,9.5856,-0.025,-0.3829
Gch1,1,1.8133,5.4974,5.8905,4.2872,4.7324,-1.2102,-1.1581
Osbpl5,3,4.1173,3.0255,2.0995,3.5007,3.476,0.4752,1.3765
Tnfrsf23,2,1.6089,1.6935,1.1091,2.3844,1.8339,0.6909,0.7248
H2-DMa,3,4.7775,4.0674,2.7632,3.8688,3.3087,-0.1987,0.5455
Slc20a2,1,2.0875,2.4251,2.5037,2.1015,2.0795,-0.3236,-0.4242
Gpr160,3,3.091,1.8376,1.7136,2.6932,2.5665,0.8557,0.8529
1110057K04Rik,3,4.4529,4.2543,3.3397,4.4389,4.2093,0.1846,0.8696
Inf2,3,3.8053,3.7354,3.003,3.9227,3.5668,0.1873,0.5638
Ddhd1,4,4.1598,3.9689,4.2886,3.8121,3.8425,-0.1567,-0.4461
Gnpnat1,1,3.3255,3.7912,4.7891,3.8109,4.1764,0.0197,-0.6127
BC017647,4,3.64,3.8975,3.7881,3.1539,3.132,-0.7436,-0.656
Ppp1r16b,2,4.9759,6.1106,5.2447,5.9567,5.6561,-0.1539,0.4115
Ptger2,1,1.1285,2.9486,3.5321,1.7665,2.2238,-1.1822,-1.3083
Vopp1,2,3.2823,3.1626,3.1803,3.8883,3.6904,0.7257,0.5101
Ctnna1,1,5.2615,5.17,5.5487,4.9616,5.0467,-0.2084,-0.5021
Fbxw17,3,2.4412,1.794,1.6991,2.3568,2.2054,0.5628,0.5062
Tspan14,3,4.1757,4.7381,4.054,4.8432,4.4566,0.1051,0.4026
Ppm1k,2,1.8873,1.6041,1.8197,2.3301,2.3004,0.726,0.4807
Fdxacb1,1,1.488,1.8367,2.0575,1.7021,1.4993,-0.1346,-0.5582
Rtkn2,3,1.7561,0.8762,0.7202,1.1156,1.1753,0.2394,0.4551
BC016495,2,4.4987,3.7088,3.6778,5.2839,4.8348,1.5751,1.157
Gm4955,3,5.0234,3.4564,2.3043,3.9787,3.7771,0.5223,1.4728
Egr2,1,2.0139,9.0778,8.9492,7.5473,7.7444,-1.5305,-1.2048
Stk35,2,2.502,2.7844,2.4593,2.8981,2.9363,0.1137,0.4769
Wdr19,3,1.3859,1.2046,0.6851,1.3639,1.3212,0.1593,0.6361
Ssh2,2,4.9061,5.4417,4.1055,6.0462,5.6933,0.6045,1.5878
Ccr7,3,6.3486,5.7602,5.3263,7.2326,6.5572,1.4724,1.2309
Fgd3,2,3.4903,3.4256,3.5238,3.949,3.9156,0.5234,0.3918
Ano10,3,3.4807,3.3258,2.8644,3.4052,3.3646,0.0794,0.5002
1110007C09Rik,3,5.193,5.0778,4.1644,5.023,5.2708,-0.0548,1.1064
1110032A03Rik,2,2.5808,2.5732,2.5739,2.9309,3.0175,0.3577,0.4436
Ccdc92,3,4.6611,4.0503,3.4306,4.2175,4.3883,0.1671,0.9577
Nhedc2,4,2.6196,2.5594,4.0241,2.3566,1.7982,-0.2027,-2.226
